,Comparison,Correlation,P_value
2064,CRLF3_proteomics,-0.42611773342628984,3.4612181345345506e-06
6080,ODR4_proteomics,0.4249355619572455,3.7080471493884393e-06
90,ACAP1_proteomics,-0.4240403377666107,3.905934985053848e-06
5848,NIPSNAP2_proteomics,0.42155672041097736,4.508490888530989e-06
3715,GSPT1_proteomics,0.421196189805154,4.602934346361023e-06
3013,FAM120C_proteomics,0.42109131666962585,4.630755452210764e-06
2784,EMC3_proteomics,0.42093279648327303,4.673109845884083e-06
8435,SPAG1_proteomics,0.42024131945241205,4.862178091410574e-06
9336,TRAPPC8_proteomics,-0.41973919999709397,5.003973037641239e-06
9999,YIPF1_proteomics,0.4275808970973711,5.380154933731612e-06
6899,PRKCQ_proteomics,-0.41817537058263576,5.471016782075828e-06
1515,CDC42BPG_proteomics,0.4180002250548582,5.52581395502715e-06
3548,GMFG_proteomics,-0.41759865020681786,5.653415017821965e-06
6854,PRCP_proteomics,-0.41740023847814667,5.717482209650209e-06
8221,SLC35E1_proteomics,0.41712617645718797,5.807104411359303e-06
8103,SI_proteomics,-0.5975355899050299,5.816317729747655e-06
7276,RASSF1_proteomics,-0.4307299619666217,6.214530087551139e-06
401,AMY1B_proteomics,0.4147514607537657,6.641130710332706e-06
3871,HERPUD2_proteomics,0.48518683395581896,6.730137461145868e-06
3696,GRK5_proteomics,-0.41450478682167113,6.733963688026789e-06
5833,NHLRC2_proteomics,-0.41443600528424596,6.760066236122724e-06
4272,IRF2BPL_proteomics,0.4141247269685819,6.879393787671408e-06
10172,ZNF316_proteomics,0.4130672388098267,7.299785138814286e-06
8379,SNX14_proteomics,0.4217601701899817,7.432350637816778e-06
9646,UFM1_proteomics,-0.4126784066355599,7.460362558937328e-06
3669,GPX2_proteomics,-0.4373507635473321,7.4883736420944705e-06
9680,UPP1_proteomics,0.41254835496691994,7.514809526392075e-06
1250,CAMSAP3_proteomics,0.4123841082731924,7.584107827108375e-06
2398,DHRS7_proteomics,0.41213904425515324,7.688625095602957e-06
8213,SLC30A9_proteomics,0.41149444186810036,7.97006146925566e-06
2764,ELMO1_proteomics,-0.41009819444603257,8.61330776164718e-06
9964,XIAP_proteomics,0.4100451346445546,8.63869151452052e-06
3979,HNRNPAB_proteomics,0.4093443960259274,8.980605248669199e-06
5885,NNT_proteomics,0.4087361633796772,9.287678246713424e-06
5423,MRTFB_proteomics,0.4083304702082038,9.497966300148291e-06
6585,PLCG2_proteomics,-0.40815336175374417,9.591168268365169e-06
5817,NFKB2_proteomics,-0.40788741152781227,9.732741775104174e-06
3880,HGF_proteomics,-0.40769311631799887,9.837412678116783e-06
3205,FGFR1_proteomics,-0.43453532126739,1.0829313911035276e-05
10111,ZFPL1_proteomics,0.40533505295786904,1.1195228851826206e-05
3896,HIP1_proteomics,0.40468884186930987,1.1597035899421423e-05
2494,DNAJC21_proteomics,0.40448488413397254,1.1726646478304496e-05
1108,C1QTNF3_proteomics,0.41669510805808657,1.1964314847059532e-05
3304,FOXO1_proteomics,-0.4021944124397684,1.3278929996618285e-05
5259,MMGT1_proteomics,0.40208754228767707,1.3355878194240164e-05
1808,CLK3_proteomics,-0.40147949190360555,1.380172583832654e-05
1267,CAPRIN1_proteomics,0.4001748033417667,1.4806043163813449e-05
422,ANKHD1-EIF4EBP3_proteomics,0.3996255179686653,1.5249088369884699e-05
804,ATP6V1B1_proteomics,-0.4082483240791149,1.5382160794237144e-05
5725,NDUFA2_proteomics,-0.3992214001255991,1.5582967984508274e-05
3382,GALK2_proteomics,-0.3987735021277554,1.5961041176761777e-05
5700,NCOA2_proteomics,0.39788751056179794,1.6734441307136812e-05
5426,MS4A1_proteomics,-0.4272518229908282,1.7491981827082946e-05
4179,IL16_proteomics,-0.39705572318527155,1.7492451345939526e-05
10105,ZFP36L1_proteomics,0.3969326225390398,1.7607335756428915e-05
7083,PVALB_proteomics,-0.4093321033927583,1.7608850591083965e-05
1820,CLPTM1L_proteomics,0.3967366866149457,1.7791657085727632e-05
2798,EML4_proteomics,0.39671197149493725,1.781503546435361e-05
555,APP_proteomics,0.39638553377727415,1.812653746485756e-05
2977,F9_proteomics,-0.3962497307025976,1.825762784661232e-05
5193,MGST1_proteomics,0.39578762481481283,1.8710398363126003e-05
3540,GLUL_proteomics,0.39542273206379785,1.9075347787972534e-05
4175,IKZF3_proteomics,-0.3943951156819243,2.013937126434423e-05
3849,HDHD2_proteomics,-0.3939376593973767,2.063073988542653e-05
4299,ITFG1_proteomics,0.39284880545541656,2.184596030213461e-05
4949,MANBA_proteomics,0.3925072226989976,2.224081985853673e-05
2314,DDX24_proteomics,0.392078341234195,2.274607949690254e-05
5538,MX1_proteomics,0.39147932676012986,2.3469817865019045e-05
1606,CEP135_proteomics,-0.3911316613764656,2.3899723076579304e-05
3780,GZMK_proteomics,-0.42500430996069316,2.4129950510610083e-05
8638,STK3_proteomics,0.3907490667690602,2.438135226454573e-05
8193,SLC25A5_proteomics,0.3906873378259788,2.445990743922139e-05
1779,CLCN7_proteomics,0.3906685267664506,2.448389321908063e-05
1353,CCDC134_proteomics,0.38965576877536034,2.580830995683791e-05
2678,EFCAB14_proteomics,0.40743718411789254,2.5854781781361873e-05
6304,PDCD4_proteomics,-0.38922862177355744,2.6386800966675443e-05
1450,CD163L1_proteomics,-0.3955432605200226,2.7100960003967083e-05
6588,PLCL2_proteomics,-0.4064919142953151,2.71064717420775e-05
3943,HLCS_proteomics,0.3885445101156666,2.7338694558766595e-05
9595,UBE2N_proteomics,-0.3878812242577347,2.8292267989589327e-05
320,AKR1C1_proteomics,-0.38749421660645345,2.8862960185426478e-05
2039,CRABP2_proteomics,0.38690053256837087,2.9759431103479786e-05
7872,SDC4_proteomics,0.38678349601180834,2.9939208793925924e-05
7054,PTPRF_proteomics,0.3850418202269308,3.27377383010714e-05
10027,ZAP70_proteomics,-0.38461257775012225,3.3464128651059746e-05
8353,SNRK_proteomics,-0.38460462510430893,3.3477727932869315e-05
980,BNIP1_proteomics,0.38441817989224736,3.379804219783341e-05
6827,PPP2R5E_proteomics,0.384177569591857,3.4215655121899156e-05
5180,MFSD4A_proteomics,0.44035901835537616,3.4725415553402985e-05
5276,MMRN1_proteomics,-0.3835968308490342,3.5243598722141284e-05
8293,SMAD4_proteomics,-0.3835318964435682,3.536031682777998e-05
3496,GIMAP7_proteomics,-0.3834540004100019,3.550081061762002e-05
9791,VEZT_proteomics,0.3832643091557233,3.584512793618331e-05
8505,SPTB_proteomics,0.43231352050304084,3.600923182874535e-05
2968,F12_proteomics,-0.38303516690958334,3.626522367471585e-05
9717,USP25_proteomics,0.38294523108033945,3.643136261702057e-05
8708,SUMF2_proteomics,0.38231324731713323,3.761907902385057e-05
280,AHR_proteomics,0.38185635847638333,3.850019721157611e-05
6155,P2RX1_proteomics,-0.4481688277445325,3.877224238540119e-05
5499,MTMR6_proteomics,-0.38099680779180134,4.0210433384502774e-05
4534,KLC3_proteomics,0.37927614176576535,4.3849695332184266e-05
6495,PIGR_proteomics,0.37883564988404483,4.482966738644593e-05
213,ADH1C_proteomics,-0.37876888402219044,4.497997790272719e-05
8147,SLC12A9_proteomics,0.3784457913442867,4.5714040382958075e-05
85,ACADM_proteomics,-0.3784446454486524,4.571666366284098e-05
2775,ELOVL5_proteomics,0.3921145867516172,4.5850309642219854e-05
8453,SPATS2L_proteomics,0.3916335625903311,4.69345084702144e-05
288,AIFM2_proteomics,-0.37783586657924967,4.71304067372462e-05
4979,MAP4K1_proteomics,-0.37754774619429765,4.7813651284136726e-05
8595,STAG1_proteomics,-0.37750215890090766,4.79226009394048e-05
338,ALDH1A1_proteomics,-0.37732974347154574,4.833676081297594e-05
10181,ZNF346_proteomics,0.3772451079278162,4.8541286208610544e-05
891,BBIP1_proteomics,-0.4305092087148902,4.856970730420425e-05
7364,RCSD1_proteomics,-0.3771271851475395,4.8827600524387344e-05
5539,MX2_proteomics,0.37655220143328166,5.024640210919914e-05
4212,ING3_proteomics,-0.3765334927697185,5.0293207487308064e-05
7526,RNF175_proteomics,0.38431157183762366,5.177689059347038e-05
2156,CUEDC1_proteomics,0.3841281460284994,5.224206871789685e-05
6599,PLEKHA2_proteomics,-0.37507924246045754,5.405872155293568e-05
2236,DAGLB_proteomics,0.37498797857366917,5.430360228312926e-05
7955,SEPT1_proteomics,-0.3749046702109369,5.4528040882570675e-05
2120,CTDP1_proteomics,-0.3741530170963837,5.6592588472974556e-05
3422,GBA_proteomics,0.3739493032962086,5.716456853416971e-05
8617,STAU1_proteomics,0.3735837817738594,5.820442172219391e-05
6065,OARD1_proteomics,-0.37291297934887613,6.01588459696148e-05
7046,PTPN6_proteomics,-0.3719903148809657,6.294731213350966e-05
2387,DHCR24_proteomics,0.3717214214280116,6.378238117610376e-05
3497,GIMAP8_proteomics,-0.37159552475983115,6.417690603665341e-05
9219,TNIP2_proteomics,-0.3712874202843134,6.515204613444395e-05
4673,LCK_proteomics,-0.3708936631703347,6.641840349498421e-05
4434,KCTD9_proteomics,-0.3704439195751777,6.789289978823537e-05
1169,C6orf47_proteomics,0.3703911481518304,6.806790004681851e-05
6402,PFN1_proteomics,-0.3702617746389454,6.849870967898746e-05
2781,EMC1_proteomics,0.36945638520216106,7.123835527482364e-05
4189,IL37_proteomics,0.6124814208719738,7.178470393740552e-05
6458,PHLDA2_proteomics,0.39134345658496555,7.382371274170755e-05
979,BMX_proteomics,-0.5605382887366708,7.581999775880715e-05
9893,WDR37_proteomics,-0.36772922172916606,7.746167396073792e-05
6349,PDS5B_proteomics,-0.36754810703977114,7.814282806087033e-05
3392,GALNT6_proteomics,0.3674730443860813,7.84267642332066e-05
5209,MID2_proteomics,0.3913598468873872,8.05465285316337e-05
9805,VNN1_proteomics,-0.3667067713535783,8.138084363187098e-05
9643,UFC1_proteomics,-0.36662655992866017,8.169599222024918e-05
2916,ESYT2_proteomics,0.3661614073943552,8.354609843151407e-05
8581,SSSCA1_proteomics,0.3659178488108259,8.453033337129508e-05
4289,ISG20_proteomics,-0.36577478204397174,8.511350036165116e-05
2280,DCTN1_proteomics,-0.36536134692261335,8.681987446579486e-05
6288,PCP4L1_proteomics,0.3651958041526431,8.751201250377521e-05
7027,PTMS_proteomics,-0.3645125925781465,9.042327241441874e-05
6335,PDK1_proteomics,-0.36409563147275636,9.224405968235596e-05
6504,PIK3C3_proteomics,-0.36396952604660693,9.280142554281113e-05
5094,MDH1_proteomics,-0.3637884041528766,9.360744373816569e-05
10261,ZNF740_proteomics,-0.36374939263794964,9.378190154266747e-05
145,ACTR1A_proteomics,-0.3632989356902668,9.58183752537371e-05
2008,CPD_proteomics,0.36311490537329194,9.666214380036393e-05
7473,RIOX1_proteomics,0.36301771372578484,9.711054809206025e-05
9997,YIF1A_proteomics,0.36288721447406574,9.771566645871968e-05
162,ADAM15_proteomics,0.36278759807425404,9.817994284772326e-05
524,APCS_proteomics,-0.36273980304750164,9.840342652500672e-05
1549,CDK5RAP2_proteomics,0.36253712478521133,9.935639683450405e-05
781,ATP5F1C_proteomics,-0.36253288431809494,9.937642646243659e-05
2706,EHF_proteomics,0.36248305161603606,9.961209042534089e-05
577,ARFGEF1_proteomics,0.36221483479196287,0.00010088947443144357
8399,SNX8_proteomics,0.3622098442528179,0.00010091338572125577
2095,CSK_proteomics,-0.36156774738483016,0.00010403425411968934
6943,PRPSAP2_proteomics,-0.3615308681530174,0.00010421620223195665
8507,SPTBN2_proteomics,0.36131452708581957,0.00010528952354562565
6562,PLA2G2A_proteomics,-0.36129717257098887,0.00010537606766004338
5192,MGRN1_proteomics,0.3611507686100598,0.00010610879887561108
5687,NCF1_proteomics,-0.3611204979540282,0.00010626088940489991
6213,PANX2_proteomics,0.4374480549778988,0.00010885107045646497
2404,DHX29_proteomics,0.36040097638075397,0.00010993627841131515
940,BET1_proteomics,0.37530645817291053,0.00011009561524570187
78,ACAA2_proteomics,-0.35994749217482036,0.00011231310573481723
596,ARHGAP25_proteomics,-0.35950057044783973,0.00011470222126506894
4675,LCMT1_proteomics,0.35905630975066816,0.00011712387711948933
8618,STAU2_proteomics,0.35893894252288705,0.00011777153511703923
604,ARHGAP35_proteomics,0.35859549364658627,0.00011968593943864611
4906,MACO1_proteomics,0.3585426543502056,0.00011998302366027145
4948,MAN2C1_proteomics,-0.3585112269221389,0.00012016004653314003
2755,ELAC2_proteomics,-0.35787331998192373,0.0001238061182153835
8411,SORBS3_proteomics,-0.35774926002211904,0.00012452704155838196
10294,ZSCAN18_proteomics,0.35749569863300057,0.0001260126611098925
2829,EOGT_proteomics,-0.35740631766652875,0.00012654025981059038
8874,TBXAS1_proteomics,-0.3573043796713608,0.00012714448554578195
1674,CGGBP1_proteomics,-0.3572100303492294,0.00012770611834463205
1604,CEP128_proteomics,-0.3568436656570562,0.00012990890392476862
9141,TMEM192_proteomics,0.3567673724215219,0.00013037203948089397
3180,FECH_proteomics,-0.35640450973174914,0.0001325958589903178
7469,RINT1_proteomics,0.35631752132139527,0.00013313418229153772
7023,PTK2B_proteomics,-0.356123955081717,0.00013433935054706306
6545,PKIG_proteomics,-0.35609197923319114,0.00013453940888302055
6756,POU2F2_proteomics,-0.3708639546423269,0.0001346318421282938
684,ARPP19_proteomics,-0.35602721589579417,0.00013494545178268158
9923,WDSUB1_proteomics,-0.3559686035066975,0.00013531391141663658
9223,TNKS1BP1_proteomics,0.35568098216826716,0.00013713559055571274
3737,GTF2B_proteomics,-0.3553736402515522,0.0001391073285994483
1386,CCDC50_proteomics,-0.3551808192385384,0.00014035776937696264
9924,WDTC1_proteomics,0.3550431209891743,0.0001412571199295273
2849,EPHB3_proteomics,0.35478893847701815,0.00014293133690100493
6131,OSMR_proteomics,0.35420584739610683,0.0001468418223281305
7047,PTPN7_proteomics,-0.35413097456969705,0.00014735108874282268
7406,RFK_proteomics,-0.3537687095831371,0.000149838365356003
5624,NAAA_proteomics,-0.3535892515026209,0.00015108488984006072
4607,KRT80_proteomics,0.3533581573030102,0.00015270426006469605
3451,GDF10_proteomics,-0.3531199872335159,0.00015439005855496382
7377,REEP6_proteomics,0.41065330806801903,0.0001546264525568749
2355,DENND3_proteomics,-0.3528941592829694,0.0001560044344571794
1421,CCL5_proteomics,-0.360819125513599,0.00015604864941856276
1079,C16orf58_proteomics,0.3527468326340955,0.000157066056337707
8712,SUN1_proteomics,0.35273431490512014,0.00015715656620015497
572,ARF5_proteomics,0.3525566136864282,0.00015844667197558793
3479,GGCX_proteomics,0.352314749164903,0.0001602183945247479
91,ACAP2_proteomics,-0.3523022332213751,0.00016031057545851657
5982,NSMCE3_proteomics,-0.3522643125375573,0.00016059016482604762
9470,TTC39B_proteomics,0.3520946780841935,0.00016184642756963776
2693,EFR3A_proteomics,0.3519261866773138,0.00016310324517262556
2804,ENDOD1_proteomics,0.35176341745595685,0.0001643259719969701
4934,MALSU1_proteomics,0.38297572072235253,0.00016464928538524018
1560,CDKN1B_proteomics,-0.3517042213149987,0.00016477275951939702
8458,SPCS3_proteomics,-0.35106769935706383,0.0001696486816716905
2933,EVL_proteomics,-0.351042338119793,0.000169845699485497
5969,NRP1_proteomics,0.3509663640708975,0.00017043717167401662
1457,CD209_proteomics,-0.3508353728887912,0.00017146145048383272
2555,DPP8_proteomics,-0.350814666362148,0.00017162388562468484
159,ADA2_proteomics,-0.35043536954012755,0.0001746246941962991
4764,LMTK2_proteomics,0.35039525879480804,0.00017494485887808376
10006,YKT6_proteomics,0.3502614678035463,0.00017601672063021777
7201,RAC2_proteomics,-0.34993673127223235,0.00017864371161617484
6419,PGM2L1_proteomics,0.34992031561658216,0.00017877746807739358
9976,XPR1_proteomics,0.34959667589624455,0.00018143355103121759
7127,R3HDM2_proteomics,0.37865123266669576,0.00018215777309202552
2285,DCTN6_proteomics,-0.34900531621209524,0.0001863814944735868
4080,HUWE1_proteomics,0.34888557978567014,0.0001873984383566319
275,AHCYL1_proteomics,0.3488739584145786,0.00018749741411388978
2811,ENO3_proteomics,-0.3487587780567051,0.0001884809937303509
249,AGAP2_proteomics,-0.3548255039679078,0.00018994138991585368
6823,PPP2R3A_proteomics,0.34848983092184055,0.0001907963076161991
9831,VPS4B_proteomics,-0.34829421111260367,0.00019249688607081807
353,ALDOA_proteomics,0.3481133539084685,0.00019408161284005304
9430,TSPAN13_proteomics,0.3480457028333218,0.00019467749242708612
7508,RNF121_proteomics,0.35578855855234875,0.0001955055928059271
615,ARHGEF1_proteomics,-0.34794501347904316,0.00019556751692907074
6961,PRSS8_proteomics,0.34779044239667706,0.00019694115676320158
3352,FXN_proteomics,-0.34774684021285174,0.00019733025310622124
2130,CTNNB1_proteomics,0.3474829302100987,0.0001997005687269428
1305,CAST_proteomics,0.36897702370688956,0.00019999942202322067
7867,SCYL2_proteomics,0.347196702542354,0.0002023011268418283
9000,THOC3_proteomics,0.3469347007147092,0.00020470903976612146
9451,TTC1_proteomics,0.34676961323340894,0.0002062398698692678
3690,GRHL2_proteomics,0.3466568599434797,0.00020729149891130234
491,AOX1_proteomics,-0.3465626432928945,0.00020817404613086466
4274,IRF4_proteomics,-0.34638950559444665,0.00020980494176940008
8077,SH3RF1_proteomics,0.34637435242905695,0.00020994824079247936
8582,SSU72_proteomics,0.34633228493525503,0.000210346535866975
1240,CAMK2D_proteomics,0.39572613046423954,0.00021312657004444934
5502,MTMR9_proteomics,-0.34594924140293193,0.0002140055167297068
9168,TMEM65_proteomics,0.3742366191307866,0.00021951404958632916
1611,CEP170B_proteomics,0.40424712010977215,0.0002200816791952754
8053,SGTB_proteomics,-0.3449423192218908,0.00022390695628525815
9468,TTC38_proteomics,-0.3447648738458106,0.00022569517580601486
9525,TWISTNB_proteomics,0.34470750302017894,0.0002262761561913771
3009,FAM118A_proteomics,-0.350615740319026,0.00022897670905913813
3119,FBLN5_proteomics,-0.34442755207734777,0.00022913105776819578
2481,DNAJB4_proteomics,-0.3441417358125089,0.00023208012904224479
7998,SESN2_proteomics,0.350037158658717,0.00023488713219627381
2426,DIS3L_proteomics,-0.34364913590618895,0.00023724536672770294
4358,JAK3_proteomics,-0.34972908497572774,0.00023809146773090818
3511,GKN2_proteomics,-0.37193556721743193,0.00024167691703385756
4977,MAP3K8_proteomics,-0.3574221256124127,0.00024319540558949057
10289,ZNRF2_proteomics,0.34300118025131576,0.0002442016075726347
7437,RHBDF1_proteomics,0.3429640228223921,0.0002446061806121325
4332,ITIH5_proteomics,-0.34293406395967185,0.00024493282639427794
779,ATP5F1A_proteomics,-0.3426148369322798,0.00024843854482873825
9113,TMEM120B_proteomics,0.35501939280252887,0.00025088865721511545
4437,KDF1_proteomics,0.3668390920126733,0.00025567094695250425
2885,ERGIC1_proteomics,0.3414906639557606,0.00026115687120786113
3527,GLOD4_proteomics,-0.34148167509045935,0.0002612609494213617
4618,KYNU_proteomics,-0.3413634076774579,0.000262633892727813
9191,TMTC2_proteomics,-0.49900041707643195,0.0002626563939945669
3503,GIPC2_proteomics,-0.3412806221076272,0.000263598898976691
3250,FLI1_proteomics,-0.3410238714262723,0.00026661264780352534
871,BAG2_proteomics,-0.3409291970036451,0.0002677319531339667
3558,GNA14_proteomics,0.3408511792314233,0.00026865759461636044
2282,DCTN3_proteomics,-0.3406678430784859,0.0002708444391963001
2584,DTD1_proteomics,-0.3406256536998845,0.0002713499994537916
4129,IFNGR1_proteomics,0.34062214238550625,0.00027139211523100065
8510,SPTLC1_proteomics,0.3406149671986661,0.0002714781953983097
700,ASAP2_proteomics,-0.3405358500219626,0.0002724290325142446
4921,MAGED1_proteomics,0.34050390365673666,0.00027281383816798863
2924,ETS1_proteomics,-0.34013105934926025,0.00027734217595096265
4966,MAP2K6_proteomics,-0.34001945305362125,0.00027871112257437123
6345,PDP1_proteomics,0.3399819528771606,0.0002791724937391915
4876,LXN_proteomics,-0.3399424039321878,0.0002796598356909994
6076,OCRL_proteomics,0.339737753405346,0.0002821942229236635
7478,RIPOR1_proteomics,-0.33970765830679395,0.0002825687043812115
4119,IFI44L_proteomics,0.34571403801249445,0.0002837191192693418
6450,PHF6_proteomics,0.3388341920856015,0.00029363958028340406
5603,MZB1_proteomics,-0.3387826055986336,0.0002943057850873104
356,ALG1_proteomics,0.33877103658335184,0.0002944553826406844
9125,TMEM159_proteomics,0.42777413216166166,0.00030525787633401666
9859,WAS_proteomics,-0.3379086881786271,0.0003058060874905309
2193,CYB5R4_proteomics,-0.33759444184342946,0.00031004182615365113
5667,NBEAL2_proteomics,-0.33732735592920665,0.0003136843950543545
768,ATP13A4_proteomics,0.34494653566058725,0.00031383716407010133
1709,CHIT1_proteomics,-0.3372041897432245,0.00031537743188003373
2037,CR2_proteomics,-0.42677889269024344,0.00031639939861091563
6207,PAN3_proteomics,-0.33706759221701316,0.0003172649566839315
717,ASPH_proteomics,0.3369404324495567,0.00031903143441346505
3595,GOLGA5_proteomics,0.33691046899949084,0.00031944899992056015
3174,FCRL5_proteomics,-0.3364108174435899,0.0003264868111143759
2202,CYGB_proteomics,-0.33632392286139356,0.0003277252656011209
1711,CHKB_proteomics,-0.3361553566354125,0.00033014010437840325
6642,PLVAP_proteomics,-0.3361204544769919,0.0003306421512473383
3002,FAM110A_proteomics,0.4059026355864904,0.00033318056857060236
6441,PHF14_proteomics,0.3359163941128658,0.000333591564492602
1878,COA1_proteomics,0.4375084382898509,0.000336287562867292
1194,CA13_proteomics,0.33566479865682153,0.0003372614405518018
958,BLK_proteomics,-0.36551155254329004,0.00034001545682849977
1509,CDC34_proteomics,0.3354557618790956,0.0003403388252350386
4705,LGALS3_proteomics,0.33522479846923514,0.000343769113711115
2171,CWF19L1_proteomics,-0.3350761904414439,0.00034599308285698587
8624,STEAP4_proteomics,0.3350704431651324,0.0003460793587019737
10051,ZBTB45_proteomics,-0.3707735423585073,0.00034782387798140896
3729,GSTO1_proteomics,-0.33489896166664046,0.00034866271731861576
9138,TMEM184A_proteomics,0.37260279459773027,0.0003502423876377545
1491,CD7_proteomics,-0.35723084746446043,0.0003530006735963369
7135,RAB11FIP4_proteomics,0.3345326948942629,0.0003542401683552833
1408,CCDC88C_proteomics,0.33400169456222556,0.00036247235888470144
4678,LCP1_proteomics,-0.33398659758915433,0.0003627089677166609
1283,CARMIL2_proteomics,-0.3820765185630651,0.00036478289560529746
1980,CORO1A_proteomics,-0.33377617604164295,0.00036602167779089016
